transaction_amount,customer_age_days,number_previous_transactions,previous_success_count,previous_failure_count,historical_success_rate,payment_method,failure_reason,attempt_number,hours_since_failure,hour_of_day,day_of_week,customer_value_segment,previous_recovery_count,subscription_status,recovered
1005.69,522,8,6,2,0.75,upi,bank_timeout,2,74.2,9,0,STANDARD,0,none,1
11132.55,1020,7,7,0,1.0,upi,temporary_failure,1,31.22,20,3,PREMIUM,0,active,1
9229.87,698,12,7,5,0.5833,netbanking,network_error,1,20.03,17,3,PREMIUM,1,active,1
4686.77,1643,11,8,3,0.7273,netbanking,insufficient_funds,3,45.41,21,1,PREMIUM,0,active,0
3198.58,1677,11,9,2,0.8182,upi,temporary_failure,2,27.34,15,0,STANDARD,2,none,1
2771.05,1663,12,9,3,0.75,upi,bank_timeout,1,20.97,18,4,STANDARD,3,none,1
2293.11,588,12,10,2,0.8333,card,temporary_failure,2,31.03,19,0,PREMIUM,0,active,1
2261.14,1645,5,4,1,0.8,netbanking,invalid_account,1,6.5,9,0,STANDARD,0,none,1
2908.51,1406,13,9,4,0.6923,upi,invalid_account,3,88.05,1,2,STANDARD,0,none,0
14407.54,554,10,10,0,1.0,upi,bank_timeout,2,28.8,22,1,STANDARD,0,none,1
2674.03,799,4,4,0,1.0,netbanking,bank_timeout,1,70.47,7,6,ENTERPRISE,1,active,1
3955.63,679,1,1,0,1.0,netbanking,bank_decline,3,88.38,5,0,PREMIUM,2,active,0
848.8,1404,11,10,1,0.9091,upi,invalid_account,2,45.25,23,2,STANDARD,0,none,0
1911.44,593,13,11,2,0.8462,card,insufficient_funds,1,21.62,6,0,STANDARD,1,none,1
2797.77,1530,13,10,3,0.7692,card,invalid_account,3,7.25,0,6,STANDARD,0,none,1
3955.16,472,5,4,1,0.8,card,insufficient_funds,3,47.7,23,6,PREMIUM,1,active,0
3099.03,739,7,6,1,0.8571,card,temporary_failure,3,50.97,5,1,PREMIUM,1,active,1
845.74,1454,3,1,2,0.3333,upi,fraud_suspected,1,42.41,0,4,STANDARD,4,none,0
4605.32,574,10,9,1,0.9,netbanking,invalid_account,3,59.38,21,2,STANDARD,2,none,0
5657.87,300,8,7,1,0.875,card,bank_decline,2,60.64,5,6,ENTERPRISE,1,active,1
17001.31,233,4,3,1,0.75,upi,invalid_account,1,41.33,13,2,ENTERPRISE,1,active,0
2844.4,1452,11,10,1,0.9091,card,temporary_failure,2,38.46,4,5,PREMIUM,2,active,1
4294.07,1458,9,8,1,0.8889,netbanking,fraud_suspected,3,56.01,18,6,STANDARD,0,none,0
3027.68,1182,14,12,2,0.8571,card,bank_timeout,2,36.97,6,3,PREMIUM,0,active,1
3789.54,229,9,7,2,0.7778,card,temporary_failure,3,12.76,12,4,STANDARD,1,none,1
4892.55,934,9,7,2,0.7778,card,insufficient_funds,1,16.11,3,1,PREMIUM,1,active,0
7890.6,287,5,3,2,0.6,card,temporary_failure,3,26.21,17,2,STANDARD,1,none,1
5313.99,360,11,10,1,0.9091,card,network_error,3,60.98,15,4,STANDARD,4,none,1
1810.0,1513,6,4,2,0.6667,upi,network_error,2,23.31,9,5,PREMIUM,1,active,1
1598.5,626,8,5,3,0.625,upi,invalid_account,3,32.77,14,6,STANDARD,0,none,0
2351.18,707,9,8,1,0.8889,netbanking,insufficient_funds,1,64.99,23,4,STANDARD,2,none,0
1865.25,133,11,11,0,1.0,card,fraud_suspected,3,45.39,21,6,STANDARD,1,none,1
2191.08,1234,17,11,6,0.6471,netbanking,temporary_failure,2,63.1,6,6,STANDARD,0,none,1
1346.31,411,11,7,4,0.6364,card,bank_decline,1,36.49,4,1,STANDARD,2,none,0
7598.15,1184,7,6,1,0.8571,upi,temporary_failure,2,19.04,6,0,STANDARD,1,none,1
2357.84,1226,11,10,1,0.9091,card,network_error,1,28.91,17,3,PREMIUM,2,active,0
2874.15,87,10,10,0,1.0,upi,bank_decline,2,58.63,18,5,PREMIUM,0,active,1
9600.17,1638,6,5,1,0.8333,wallet,temporary_failure,3,21.71,18,3,STANDARD,0,none,1
2119.36,236,6,6,0,1.0,card,fraud_suspected,1,42.69,18,3,PREMIUM,2,active,1
4903.88,1689,8,7,1,0.875,card,insufficient_funds,3,9.34,12,5,STANDARD,2,none,1
12115.03,156,9,7,2,0.7778,card,bank_timeout,1,25.77,0,1,PREMIUM,3,active,1
1105.42,1468,9,8,1,0.8889,upi,fraud_suspected,3,43.08,18,2,STANDARD,1,none,0
4663.03,1136,9,8,1,0.8889,upi,insufficient_funds,3,63.85,13,0,STANDARD,1,none,1
7516.98,823,5,5,0,1.0,upi,network_error,2,43.91,12,1,STANDARD,0,none,1
3179.61,1359,7,5,2,0.7143,netbanking,insufficient_funds,1,37.71,6,3,STANDARD,0,none,0
1399.27,14,7,6,1,0.8571,upi,temporary_failure,1,13.69,8,2,ENTERPRISE,0,active,1
3350.68,1034,11,8,3,0.7273,card,invalid_account,1,122.1,0,5,STANDARD,0,none,1
10714.42,206,6,5,1,0.8333,upi,insufficient_funds,2,79.33,19,1,PREMIUM,2,active,1
1880.27,171,10,9,1,0.9,upi,insufficient_funds,1,42.0,9,6,PREMIUM,3,active,1
5573.55,1764,11,6,5,0.5455,wallet,bank_timeout,1,46.49,16,1,PREMIUM,2,active,1
2244.1,1388,9,8,1,0.8889,upi,bank_decline,1,48.72,16,3,STANDARD,1,none,1
11511.64,1065,10,7,3,0.7,netbanking,bank_decline,3,7.14,5,5,ENTERPRISE,1,active,0
3446.72,118,7,5,2,0.7143,netbanking,insufficient_funds,2,32.78,7,5,STANDARD,3,none,0
1377.77,834,10,8,2,0.8,card,insufficient_funds,3,150.06,15,5,STANDARD,0,none,1
3991.33,1378,9,4,5,0.4444,wallet,bank_timeout,3,39.25,6,1,STANDARD,1,none,0
1545.11,638,9,9,0,1.0,card,bank_decline,1,24.5,0,4,STANDARD,0,none,1
3325.54,1693,12,9,3,0.75,netbanking,invalid_account,1,56.75,14,0,STANDARD,0,none,0
5544.81,663,9,7,2,0.7778,card,insufficient_funds,2,42.89,20,0,STANDARD,2,none,1
3747.25,583,5,4,1,0.8,netbanking,fraud_suspected,3,35.49,10,4,STANDARD,2,none,0
5887.8,182,12,5,7,0.4167,netbanking,fraud_suspected,3,68.34,16,6,PREMIUM,1,active,0
14306.13,117,8,8,0,1.0,upi,insufficient_funds,1,97.47,5,4,PREMIUM,2,active,0
2446.86,1193,6,4,2,0.6667,card,insufficient_funds,1,35.24,15,6,STANDARD,3,none,0
3731.69,1041,6,4,2,0.6667,wallet,insufficient_funds,3,37.43,23,2,STANDARD,0,none,0
4462.85,106,10,5,5,0.5,card,bank_timeout,3,44.27,7,3,STANDARD,2,none,0
6020.61,402,2,2,0,1.0,card,bank_decline,1,84.15,8,0,STANDARD,0,none,1
7830.36,319,7,5,2,0.7143,upi,bank_decline,3,8.88,5,3,PREMIUM,0,active,1
2964.9,1053,7,5,2,0.7143,card,insufficient_funds,3,43.83,1,0,STANDARD,1,none,1
1241.78,808,9,6,3,0.6667,upi,bank_decline,2,15.6,23,5,STANDARD,0,none,0
5334.57,1528,11,5,6,0.4545,netbanking,insufficient_funds,2,46.04,9,2,STANDARD,1,none,0
3767.76,609,7,5,2,0.7143,wallet,invalid_account,2,79.65,18,5,STANDARD,2,none,0
13836.42,251,9,6,3,0.6667,upi,temporary_failure,3,14.59,22,0,STANDARD,1,none,0
3764.03,783,8,4,4,0.5,card,insufficient_funds,1,49.6,10,3,PREMIUM,0,active,0
3780.87,421,9,5,4,0.5556,upi,bank_decline,1,73.44,16,2,STANDARD,2,none,1
3264.78,1027,10,9,1,0.9,netbanking,bank_decline,1,43.92,17,2,STANDARD,1,none,1
809.55,1381,9,7,2,0.7778,card,bank_timeout,2,26.11,6,1,STANDARD,1,none,1
3150.1,997,8,7,1,0.875,upi,network_error,2,56.06,20,5,PREMIUM,1,active,1
2356.35,1159,12,9,3,0.75,upi,network_error,3,5.79,17,5,PREMIUM,1,active,1
510.82,1507,7,6,1,0.8571,netbanking,bank_timeout,3,11.74,3,3,STANDARD,0,none,0
4264.84,206,9,6,3,0.6667,netbanking,invalid_account,1,30.8,3,1,STANDARD,2,none,0
3251.78,1153,8,7,1,0.875,netbanking,insufficient_funds,1,35.69,20,6,STANDARD,3,none,1
661.83,17,12,8,4,0.6667,card,bank_decline,1,73.53,4,6,STANDARD,1,none,0
2217.63,565,12,9,3,0.75,upi,bank_timeout,3,26.28,15,2,PREMIUM,3,active,1
7326.78,1148,7,7,0,1.0,upi,bank_decline,3,31.79,7,2,PREMIUM,0,active,1
2375.5,292,7,6,1,0.8571,netbanking,fraud_suspected,1,59.0,16,4,STANDARD,0,none,0
2316.27,756,6,5,1,0.8333,upi,insufficient_funds,2,94.7,1,4,PREMIUM,1,active,1
2474.65,1121,9,5,4,0.5556,upi,fraud_suspected,2,22.16,17,2,STANDARD,0,none,0
8086.64,329,9,6,3,0.6667,netbanking,bank_decline,3,34.09,16,0,PREMIUM,1,active,0
13044.23,372,13,11,2,0.8462,upi,network_error,3,29.53,6,6,STANDARD,3,none,1
8782.16,613,13,10,3,0.7692,card,network_error,2,42.5,5,2,PREMIUM,0,active,0
5595.69,178,9,6,3,0.6667,upi,invalid_account,2,63.09,16,2,STANDARD,2,none,0
12063.03,1637,11,8,3,0.7273,upi,network_error,2,43.54,11,3,STANDARD,0,none,0
1884.81,313,11,8,3,0.7273,card,network_error,2,43.97,17,6,PREMIUM,1,active,1
8692.16,1511,5,4,1,0.8,netbanking,bank_timeout,2,57.81,21,0,STANDARD,0,none,1
8404.06,38,8,7,1,0.875,upi,insufficient_funds,1,37.26,14,0,PREMIUM,1,active,1
649.86,1003,12,12,0,1.0,upi,network_error,2,13.79,21,6,STANDARD,0,none,1
6120.16,937,14,12,2,0.8571,wallet,bank_decline,1,62.97,1,4,STANDARD,1,none,0
20288.24,797,13,12,1,0.9231,card,temporary_failure,3,16.29,16,0,STANDARD,0,none,1
6268.38,1788,15,14,1,0.9333,card,invalid_account,2,66.65,19,5,PREMIUM,4,active,0
12844.43,1462,7,7,0,1.0,netbanking,network_error,1,146.03,16,4,STANDARD,0,none,1
3931.27,1589,7,4,3,0.5714,upi,network_error,2,7.66,16,0,STANDARD,1,none,0
2757.89,1431,8,5,3,0.625,upi,network_error,2,8.24,20,3,PREMIUM,0,active,0
3794.79,684,8,6,2,0.75,card,bank_decline,1,82.0,0,0,PREMIUM,2,active,1
4248.0,1154,12,12,0,1.0,upi,temporary_failure,1,24.4,23,2,PREMIUM,2,active,1
2338.57,679,9,8,1,0.8889,card,bank_timeout,1,25.56,15,3,STANDARD,2,none,1
4217.01,1118,6,6,0,1.0,upi,bank_decline,2,19.67,23,0,STANDARD,1,none,1
4763.58,1616,6,5,1,0.8333,card,temporary_failure,1,13.59,22,6,PREMIUM,1,active,1
5246.01,1244,9,5,4,0.5556,wallet,insufficient_funds,2,58.58,4,5,STANDARD,2,none,0
19119.25,849,8,8,0,1.0,upi,temporary_failure,1,7.73,14,5,PREMIUM,1,active,1
8189.37,1182,10,9,1,0.9,card,insufficient_funds,1,24.54,15,2,STANDARD,1,none,1
3661.89,930,8,6,2,0.75,upi,bank_decline,1,85.94,11,4,STANDARD,1,none,1
4153.65,1109,9,7,2,0.7778,card,insufficient_funds,2,19.15,10,6,STANDARD,0,none,0
11363.91,1024,13,8,5,0.6154,netbanking,temporary_failure,2,58.35,13,1,STANDARD,0,none,1
3495.27,997,14,10,4,0.7143,wallet,temporary_failure,1,23.8,5,1,PREMIUM,0,active,0
1342.24,187,9,7,2,0.7778,upi,temporary_failure,1,47.51,1,4,STANDARD,1,none,1
2559.14,922,3,3,0,1.0,upi,bank_timeout,3,53.07,9,6,STANDARD,1,none,1
5642.41,270,12,6,6,0.5,card,insufficient_funds,1,51.64,22,4,STANDARD,0,none,0
2190.92,499,9,8,1,0.8889,card,network_error,2,26.51,23,5,PREMIUM,1,active,0
3551.47,1323,6,5,1,0.8333,wallet,insufficient_funds,2,38.52,5,6,PREMIUM,0,active,0
5072.21,1501,12,8,4,0.6667,card,temporary_failure,1,23.22,20,5,STANDARD,1,none,1
3752.6,1343,3,3,0,1.0,wallet,temporary_failure,1,24.03,19,4,PREMIUM,1,active,1
978.1,154,6,4,2,0.6667,upi,temporary_failure,2,74.0,7,1,PREMIUM,2,active,1
3704.68,1504,13,8,5,0.6154,card,insufficient_funds,3,31.43,11,1,STANDARD,1,none,0
3265.52,1191,7,7,0,1.0,upi,temporary_failure,2,14.33,12,0,STANDARD,1,none,1
2035.61,622,10,8,2,0.8,upi,network_error,3,15.69,1,3,STANDARD,2,none,1
4467.77,1360,12,11,1,0.9167,card,fraud_suspected,1,120.03,4,0,PREMIUM,1,active,1
3070.43,1184,9,5,4,0.5556,card,network_error,3,75.01,16,0,STANDARD,0,none,0
2322.93,269,4,3,1,0.75,upi,network_error,2,97.07,5,5,PREMIUM,1,active,0
2697.69,651,15,12,3,0.8,upi,insufficient_funds,1,42.41,15,5,PREMIUM,1,active,1
1783.05,123,8,6,2,0.75,card,temporary_failure,2,27.47,9,5,PREMIUM,3,active,1
4230.21,1140,6,6,0,1.0,upi,temporary_failure,1,23.98,16,0,STANDARD,1,none,0
1950.6,157,7,5,2,0.7143,upi,bank_decline,2,21.84,5,6,PREMIUM,0,active,0
2277.04,1781,14,10,4,0.7143,netbanking,network_error,3,33.9,9,0,STANDARD,1,none,1
2269.87,1114,10,8,2,0.8,card,temporary_failure,3,19.68,9,0,STANDARD,3,none,1
861.45,930,11,8,3,0.7273,card,temporary_failure,1,87.05,2,1,PREMIUM,1,active,0
2189.35,130,11,11,0,1.0,upi,bank_timeout,3,17.25,10,4,STANDARD,2,none,1
3013.6,214,7,7,0,1.0,upi,invalid_account,1,47.53,18,0,STANDARD,1,none,1
3231.67,484,12,8,4,0.6667,upi,network_error,2,39.46,7,2,STANDARD,0,none,1
10800.12,876,12,8,4,0.6667,upi,insufficient_funds,3,31.64,14,6,STANDARD,4,none,0
4691.84,320,10,9,1,0.9,card,bank_decline,3,68.94,5,2,STANDARD,1,none,0
3465.0,287,7,4,3,0.5714,card,temporary_failure,2,38.52,7,6,STANDARD,1,none,0
4876.16,745,7,5,2,0.7143,upi,insufficient_funds,1,19.32,16,3,STANDARD,1,none,0
3907.38,421,7,6,1,0.8571,upi,temporary_failure,1,43.6,13,1,STANDARD,0,none,1
5381.78,1590,10,9,1,0.9,card,network_error,3,122.71,22,3,STANDARD,2,none,0
2071.13,208,4,3,1,0.75,netbanking,bank_decline,3,22.45,7,6,STANDARD,0,none,1
3200.18,458,5,4,1,0.8,card,temporary_failure,3,37.85,18,4,PREMIUM,3,active,1
1651.56,1042,7,7,0,1.0,netbanking,fraud_suspected,3,15.71,5,3,STANDARD,0,none,1
3521.36,941,12,11,1,0.9167,upi,bank_timeout,3,80.55,5,4,STANDARD,1,none,0
2542.53,726,14,8,6,0.5714,netbanking,network_error,1,60.36,20,4,PREMIUM,2,active,0
8996.46,1062,8,8,0,1.0,upi,bank_timeout,3,99.93,21,5,STANDARD,1,none,1
4370.74,76,5,3,2,0.6,card,temporary_failure,1,25.81,7,1,STANDARD,1,none,1
16015.8,421,15,9,6,0.6,netbanking,temporary_failure,1,147.82,5,1,PREMIUM,2,active,0
5732.33,821,5,4,1,0.8,upi,bank_timeout,3,52.59,3,5,STANDARD,3,none,1
15245.2,966,5,4,1,0.8,wallet,bank_decline,1,39.59,17,5,ENTERPRISE,2,active,1
13486.05,495,12,10,2,0.8333,netbanking,temporary_failure,3,46.68,6,4,PREMIUM,0,active,1
2537.78,1295,10,9,1,0.9,upi,temporary_failure,3,33.26,10,1,STANDARD,2,none,1
9492.96,617,12,10,2,0.8333,card,temporary_failure,2,69.4,5,6,PREMIUM,0,active,1
7048.12,17,14,10,4,0.7143,netbanking,bank_timeout,3,27.35,7,6,STANDARD,2,none,1
896.37,228,5,4,1,0.8,card,bank_timeout,1,23.11,10,1,STANDARD,3,none,0
1604.6,17,9,5,4,0.5556,card,insufficient_funds,1,58.44,3,3,STANDARD,0,none,1
2148.38,1506,7,6,1,0.8571,card,network_error,1,27.17,21,6,STANDARD,0,none,1
2235.88,627,10,9,1,0.9,upi,temporary_failure,2,115.42,22,6,STANDARD,1,none,1
3989.84,1682,5,4,1,0.8,card,insufficient_funds,3,36.32,22,3,PREMIUM,1,active,1
4263.33,990,12,9,3,0.75,netbanking,insufficient_funds,2,37.4,19,2,STANDARD,0,none,1
2549.21,1654,6,6,0,1.0,netbanking,insufficient_funds,1,42.2,21,1,STANDARD,0,none,0
1271.18,516,10,9,1,0.9,netbanking,insufficient_funds,1,18.55,12,3,STANDARD,1,none,0
5436.75,1360,5,4,1,0.8,upi,bank_timeout,1,46.82,20,4,PREMIUM,2,active,0
718.97,967,12,10,2,0.8333,upi,temporary_failure,3,46.96,2,1,STANDARD,1,none,1
1466.53,63,11,6,5,0.5455,wallet,invalid_account,1,55.08,3,5,STANDARD,1,none,0
3272.89,1422,5,2,3,0.4,wallet,temporary_failure,3,28.47,14,4,STANDARD,2,none,0
776.26,526,8,6,2,0.75,card,bank_decline,1,34.0,4,4,STANDARD,0,none,0
3313.02,700,11,10,1,0.9091,card,bank_timeout,3,16.44,4,2,STANDARD,0,none,1
1937.46,10,13,12,1,0.9231,upi,insufficient_funds,2,1.41,8,4,STANDARD,1,none,1
7943.57,1710,10,8,2,0.8,card,network_error,2,54.01,8,4,STANDARD,0,none,1
1293.01,308,8,6,2,0.75,card,bank_decline,2,64.36,13,3,STANDARD,1,none,0
5809.02,1470,12,8,4,0.6667,netbanking,bank_decline,1,12.46,2,6,STANDARD,2,none,1
6461.87,1478,11,7,4,0.6364,upi,insufficient_funds,1,7.38,0,1,STANDARD,0,none,0
6513.05,36,9,7,2,0.7778,netbanking,network_error,3,50.27,2,0,STANDARD,1,none,0
4954.78,1029,15,10,5,0.6667,wallet,network_error,2,25.37,18,6,STANDARD,2,none,0
8261.65,76,8,7,1,0.875,wallet,insufficient_funds,1,39.95,17,2,STANDARD,1,none,1
4003.51,111,16,11,5,0.6875,netbanking,temporary_failure,3,70.41,0,2,PREMIUM,1,active,1
1848.67,366,8,6,2,0.75,card,fraud_suspected,2,7.08,10,6,STANDARD,0,none,0
15368.84,1006,8,8,0,1.0,upi,temporary_failure,1,30.76,16,6,STANDARD,1,none,0
6585.33,1562,7,6,1,0.8571,card,bank_timeout,1,38.55,6,1,PREMIUM,0,active,1
4470.86,199,8,6,2,0.75,wallet,bank_decline,3,47.38,20,2,PREMIUM,1,active,1
4623.98,65,8,6,2,0.75,card,insufficient_funds,2,23.43,0,2,STANDARD,3,none,1
3615.65,1239,9,8,1,0.8889,card,bank_timeout,2,9.38,20,0,PREMIUM,1,active,1
4477.94,285,6,5,1,0.8333,upi,network_error,2,26.3,7,0,STANDARD,1,none,1
11154.97,1716,6,6,0,1.0,wallet,temporary_failure,2,93.69,18,4,PREMIUM,2,active,0
1687.56,1560,7,7,0,1.0,wallet,bank_decline,1,70.99,17,0,ENTERPRISE,4,active,1
6566.07,806,10,4,6,0.4,upi,insufficient_funds,1,36.59,4,6,PREMIUM,0,active,0
2392.36,139,18,13,5,0.7222,upi,bank_decline,1,27.61,23,2,ENTERPRISE,1,active,0
849.74,104,11,10,1,0.9091,upi,bank_decline,3,74.19,11,1,PREMIUM,0,active,1
730.87,1472,12,7,5,0.5833,netbanking,temporary_failure,1,49.91,18,0,STANDARD,1,none,1
1376.55,1509,12,10,2,0.8333,card,temporary_failure,3,43.98,9,1,STANDARD,0,none,1
1805.79,1174,9,7,2,0.7778,card,temporary_failure,2,79.22,23,0,PREMIUM,2,active,0
1084.46,1369,8,5,3,0.625,netbanking,temporary_failure,1,74.39,1,3,STANDARD,0,none,0
4655.74,922,12,8,4,0.6667,netbanking,invalid_account,1,37.17,22,2,STANDARD,5,none,0
1825.8,1063,8,5,3,0.625,card,network_error,2,41.08,7,4,STANDARD,2,none,1
9314.98,1005,8,7,1,0.875,netbanking,fraud_suspected,1,44.5,17,1,STANDARD,0,none,0
11747.84,864,11,10,1,0.9091,upi,temporary_failure,3,24.64,1,5,STANDARD,2,none,1
8052.63,1212,13,11,2,0.8462,upi,insufficient_funds,1,53.88,9,5,STANDARD,0,none,1
7921.7,479,11,8,3,0.7273,upi,temporary_failure,3,9.25,11,4,PREMIUM,2,active,0
19761.23,1687,6,5,1,0.8333,upi,bank_decline,1,10.64,16,5,ENTERPRISE,0,active,1
3772.05,1172,7,5,2,0.7143,upi,temporary_failure,2,58.46,16,6,PREMIUM,2,active,1
4642.36,664,6,5,1,0.8333,upi,temporary_failure,2,10.67,3,2,STANDARD,2,none,1
5699.05,1517,5,4,1,0.8,card,network_error,1,139.71,13,0,PREMIUM,1,active,1
9569.04,39,9,5,4,0.5556,upi,insufficient_funds,3,29.53,12,3,STANDARD,2,none,1
1794.25,1585,5,4,1,0.8,upi,insufficient_funds,1,33.99,17,2,STANDARD,1,none,1
5729.82,1737,3,3,0,1.0,card,insufficient_funds,2,7.91,20,2,STANDARD,1,none,1
1660.46,668,7,5,2,0.7143,upi,bank_decline,3,9.68,19,6,STANDARD,0,none,0
17736.46,766,9,8,1,0.8889,upi,temporary_failure,3,99.3,4,1,PREMIUM,1,active,1
4302.24,211,10,9,1,0.9,upi,insufficient_funds,1,8.05,1,4,STANDARD,2,none,1
4592.27,890,5,4,1,0.8,upi,network_error,2,12.45,23,0,STANDARD,2,none,1
1971.92,1780,7,6,1,0.8571,upi,insufficient_funds,2,45.31,18,6,STANDARD,1,none,0
2037.77,696,5,4,1,0.8,wallet,temporary_failure,3,34.58,3,2,STANDARD,0,none,1
2974.09,652,18,13,5,0.7222,wallet,bank_timeout,3,35.19,0,0,STANDARD,1,none,0
9463.42,772,16,13,3,0.8125,card,network_error,3,67.22,13,0,STANDARD,0,none,1
18814.27,873,9,4,5,0.4444,card,invalid_account,3,35.34,6,2,STANDARD,0,none,0
2109.8,193,10,6,4,0.6,upi,temporary_failure,1,39.95,21,1,STANDARD,1,none,1
5195.44,1206,13,12,1,0.9231,upi,temporary_failure,3,16.17,17,4,STANDARD,0,none,0
622.52,1628,5,3,2,0.6,netbanking,bank_timeout,3,83.62,13,5,PREMIUM,1,active,1
17765.88,419,3,2,1,0.6667,netbanking,fraud_suspected,2,3.63,1,2,ENTERPRISE,2,active,0
1627.09,170,7,4,3,0.5714,netbanking,bank_decline,2,55.48,11,6,STANDARD,0,none,0
5337.93,1594,11,9,2,0.8182,card,network_error,2,85.16,18,0,STANDARD,2,none,1
13798.07,709,8,8,0,1.0,card,bank_decline,1,25.0,6,1,STANDARD,2,none,1
1345.88,168,6,5,1,0.8333,upi,temporary_failure,1,41.49,3,5,STANDARD,0,none,0
2649.71,1276,8,7,1,0.875,card,fraud_suspected,1,12.75,23,4,ENTERPRISE,2,active,0
8230.13,269,4,3,1,0.75,upi,temporary_failure,3,45.58,2,2,STANDARD,0,none,0
1897.93,778,4,3,1,0.75,netbanking,temporary_failure,1,40.64,1,4,STANDARD,2,none,1
1666.78,1459,13,6,7,0.4615,upi,temporary_failure,1,5.36,12,6,STANDARD,1,none,0
8330.25,1311,13,8,5,0.6154,card,network_error,2,49.85,1,1,STANDARD,2,none,0
5504.24,1476,2,1,1,0.5,netbanking,temporary_failure,3,38.27,17,5,STANDARD,0,none,1
2331.88,426,15,14,1,0.9333,netbanking,invalid_account,1,45.84,4,2,STANDARD,0,none,0
22539.68,806,8,8,0,1.0,upi,network_error,1,36.01,22,0,PREMIUM,1,active,1
667.42,545,12,12,0,1.0,upi,insufficient_funds,2,58.2,4,4,PREMIUM,0,active,1
1102.62,366,12,11,1,0.9167,card,network_error,2,21.08,23,0,STANDARD,2,none,1
8619.36,976,12,11,1,0.9167,upi,temporary_failure,3,26.54,23,0,ENTERPRISE,0,active,1
1141.8,1017,6,6,0,1.0,upi,temporary_failure,3,36.68,17,1,STANDARD,2,none,1
2789.65,901,6,3,3,0.5,card,bank_timeout,2,83.35,11,3,STANDARD,3,none,0
9083.88,160,5,5,0,1.0,upi,network_error,3,27.69,22,2,STANDARD,1,none,1
1024.76,1792,12,9,3,0.75,card,insufficient_funds,1,16.19,23,6,ENTERPRISE,0,active,0
5978.29,247,7,4,3,0.5714,netbanking,invalid_account,1,11.71,3,4,STANDARD,0,none,0
5202.63,342,5,4,1,0.8,card,fraud_suspected,3,31.03,16,1,ENTERPRISE,3,active,1
4334.11,1761,7,6,1,0.8571,netbanking,invalid_account,2,29.33,11,2,PREMIUM,2,active,0
43701.28,1071,8,6,2,0.75,card,network_error,2,46.44,20,6,PREMIUM,3,active,1
6180.5,370,12,9,3,0.75,upi,temporary_failure,3,17.16,14,2,PREMIUM,1,active,0
5936.91,1303,13,7,6,0.5385,upi,insufficient_funds,2,31.15,18,4,PREMIUM,2,active,1
5685.03,945,8,7,1,0.875,card,insufficient_funds,3,57.09,3,6,STANDARD,0,none,0
1971.35,1177,15,13,2,0.8667,upi,temporary_failure,1,100.03,16,3,STANDARD,2,none,1
8129.25,326,9,5,4,0.5556,upi,bank_decline,1,8.27,3,0,STANDARD,1,none,0
5258.37,1714,9,6,3,0.6667,netbanking,temporary_failure,2,32.96,23,0,STANDARD,0,none,0
2259.62,438,8,6,2,0.75,card,network_error,2,39.32,7,2,STANDARD,1,none,1
3426.94,110,13,11,2,0.8462,upi,fraud_suspected,1,17.11,6,6,STANDARD,0,none,0
2654.9,580,12,11,1,0.9167,card,bank_decline,3,15.33,16,0,STANDARD,4,none,0
2352.67,271,7,5,2,0.7143,upi,bank_decline,2,28.42,11,1,PREMIUM,0,active,0
4317.82,203,9,8,1,0.8889,card,invalid_account,3,72.0,12,0,PREMIUM,0,active,0
2244.29,1220,7,6,1,0.8571,card,network_error,1,48.02,23,6,STANDARD,1,none,0
2844.9,16,4,3,1,0.75,card,insufficient_funds,1,17.02,2,0,STANDARD,0,none,1
3444.91,1649,6,4,2,0.6667,upi,insufficient_funds,2,52.16,1,6,STANDARD,0,none,0
2770.31,1570,18,14,4,0.7778,card,insufficient_funds,2,3.38,0,4,STANDARD,0,none,0
2619.52,737,11,9,2,0.8182,upi,temporary_failure,2,17.14,14,5,STANDARD,0,none,1
5258.19,1482,7,4,3,0.5714,card,temporary_failure,3,8.74,9,0,STANDARD,1,none,1
5610.1,835,7,6,1,0.8571,netbanking,bank_timeout,2,40.68,8,3,STANDARD,0,none,1
1844.53,976,10,9,1,0.9,upi,invalid_account,2,24.21,16,1,STANDARD,0,none,0
742.57,696,8,6,2,0.75,card,insufficient_funds,2,41.99,9,4,STANDARD,1,none,0
4841.43,824,6,5,1,0.8333,card,bank_timeout,3,102.72,14,6,PREMIUM,1,active,1
2529.34,1192,17,12,5,0.7059,netbanking,bank_timeout,3,2.46,7,4,STANDARD,2,none,1
5309.26,1118,5,4,1,0.8,upi,insufficient_funds,1,42.26,3,1,STANDARD,0,none,1
6377.33,1031,5,5,0,1.0,card,fraud_suspected,1,25.06,19,1,STANDARD,0,none,0
8029.22,934,8,8,0,1.0,netbanking,network_error,1,23.84,14,0,ENTERPRISE,3,active,0
199.0,809,10,9,1,0.9,card,bank_timeout,2,23.64,12,3,PREMIUM,1,active,1
13872.17,1732,10,6,4,0.6,upi,fraud_suspected,1,32.52,0,0,PREMIUM,0,active,0
2061.96,204,4,3,1,0.75,upi,insufficient_funds,1,2.5,20,1,STANDARD,1,none,1
1136.79,573,3,3,0,1.0,upi,insufficient_funds,2,29.91,0,6,PREMIUM,0,active,1
1828.43,166,14,12,2,0.8571,card,insufficient_funds,3,38.33,19,5,PREMIUM,2,active,1
772.47,1114,10,9,1,0.9,upi,bank_decline,2,38.66,8,6,STANDARD,2,none,1
6222.57,154,9,9,0,1.0,upi,bank_timeout,2,5.29,15,6,STANDARD,1,none,1
